Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
deposit invoice sample,4,4,140,10,2.78,https://www.freshbooks.com/invoice-templates/deposit,6,0,16.00,0.94,32900000,"[43,34,53,34,65,53,43,28,53,21,43,21]",2025-12-23,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
free lawn care quote template,1,1,50,2,3.97,https://www.freshbooks.com/estimate-templates/lawn-care,6,0,23.00,0.4,2090000,"[7,42,7,7,7,42,19,7,7,26,26,15]",2025-12-13,"Image pack, Video, Image, Ads bottom, Related searches",informational,Organic
billing statement definition,1,1,110,6,0.00,https://www.freshbooks.com/accounting-templates/billing-statement,6,0,0.00,0,655000000,"[64,52,52,52,41,100,64,82,29,52,52,100]",2025-12-04,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,AI overview
electronic invoice sample,1,1,50,47,5.37,https://www.freshbooks.com/invoice-templates/electronic,6,0,32.00,0.86,46400000,"[11,23,29,29,17,11,52,11,52,29,41,17]",2026-01-06,"Image pack, Image, Ads bottom, People also ask, Related searches",informational,Organic
billing statement,2,2,1600,27,4.23,https://www.freshbooks.com/accounting-templates/billing-statement,6,0,25.00,0.11,1790000000,"[65,55,65,65,55,65,65,65,44,44,55,65]",2025-11-29,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Image pack
landscaping quotation template,4,4,140,10,5.72,https://www.freshbooks.com/estimate-templates/landscaping,6,0,34.00,0.75,126000,"[52,52,52,80,100,42,100,66,66,80,33,66]",2025-12-28,"Image pack, Video, Image, Ads bottom, Related searches",informational,Organic
blank invoice template in word,6,6,260,50,2.32,https://www.freshbooks.com/invoice-templates/blank,6,0,13.00,1,3970000,"[29,29,29,81,23,100,3,0,5,19,5,7]",2025-12-28,"Image pack, Video, Image, Video Carousel, Related searches",informational,Organic
net 30 invoice template,2,2,50,11,7.25,https://www.freshbooks.com/invoice-templates,6,0,43.00,0.82,8,"[18,45,18,81,81,63,18,45,45,63,45,45]",2025-11-25,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
invoice templates for word,9,9,320,61,2.47,https://www.freshbooks.com/invoice-templates/word,6,0,14.00,0.47,30400000,"[10,13,8,20,36,24,1,0,36,36,45,20]",2025-12-23,"Image pack, Video, Image, Ads bottom, Related searches",informational,Organic
independent contractor invoice template word,5,5,210,29,4.38,https://www.freshbooks.com/invoice-templates/contractor,6,0,26.00,1,1100000,"[19,23,15,36,15,9,23,19,29,66,66,54]",2026-01-10,"Image pack, Video, Image, Ads top, Ads bottom, Related searches",informational,Organic
lawn mowing invoice template,7,7,260,11,4.20,https://www.freshbooks.com/invoice-templates/lawn-care,6,0,25.00,1,120000,"[43,28,53,82,82,100,82,66,66,66,66,43]",2025-12-31,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
profit loss statement template free pdf,5,5,210,30,2.88,https://www.freshbooks.com/accounting-templates/profit-and-loss,6,0,17.00,0.69,157000000,"[81,65,65,65,100,81,81,53,65,65,81,65]",2025-12-03,"Image pack, Video, Image, Ads bottom, Related searches",informational,Organic
profit loss statement template,11,11,4400,37,4.92,https://www.freshbooks.com/accounting-templates/profit-and-loss,6,0,29.00,0.9,46200000,"[66,54,81,100,81,66,54,54,54,43,81,54]",2026-01-13,"Image pack, Sitelinks, Video, Image, Ads top, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
free download estimate template,1,1,50,12,3.56,https://www.freshbooks.com/estimate-templates,6,0,21.00,0.77,9,"[15,28,15,15,21,15,21,21,12,15,21,15]",2025-11-19,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
free template invoice pdf,9,9,320,50,2.73,https://www.freshbooks.com/invoice-templates/pdf,6,0,16.00,0.69,81400000,"[45,20,20,30,10,8,6,10,10,5,45,6]",2025-12-02,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
landscaping estimate sheet,1,1,50,11,15.65,https://www.freshbooks.com/estimate-templates/landscaping,6,0,93.00,1,3950000,"[0,17,17,17,17,11,0,0,82,100,52,41]",2026-01-05,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
template invoice,15,15,1600,44,3.30,https://www.freshbooks.com/invoice-templates,6,0,19.00,0.15,8,"[24,36,28,19,24,19,15,19,19,24,28,54]",2025-11-20,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
profit loss statement template free,2,2,480,42,3.80,https://www.freshbooks.com/accounting-templates/profit-and-loss,6,0,22.00,0.52,34700000,"[26,32,59,72,88,32,59,21,39,72,59,48]",2026-01-07,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
construction bill format,5,5,320,36,5.73,https://www.freshbooks.com/invoice-templates/construction,6,0,34.00,0.98,125000000,"[36,16,30,36,13,10,67,13,20,8,55,13]",2025-11-30,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches","informational, transactional",Organic
free invoice template downloads,12,12,880,63,3.14,https://www.freshbooks.com/invoice-templates,6,0,18.00,0.73,29100000,"[7,13,24,1,0,0,0,24,35,35,16,18]",2026-01-04,"Image pack, Video, Ads bottom, Related searches",informational,Organic
p & l template,6,6,260,40,4.92,https://www.freshbooks.com/accounting-templates/profit-and-loss,6,0,29.00,0.9,0,"[16,16,8,16,30,13,16,8,13,20,30,16]",2026-01-11,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
bill statements,1,1,50,24,4.13,https://www.freshbooks.com/accounting-templates/billing-statement,6,0,24.00,0.12,1080000000,"[3,2,2,3,1,4,4,0,3,3,8,5]",2025-12-26,"Image pack, Sitelinks, Video, Image, Related searches",informational,Image pack
estimate layout,3,3,260,38,5.04,https://www.freshbooks.com/estimate-templates,6,0,30.00,0.88,54600000,"[11,13,11,11,3,5,84,11,16,4,3,7]",2026-01-02,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
landscape estimate template free,1,1,50,11,4.39,https://www.freshbooks.com/estimate-templates/landscaping,6,0,26.00,0.52,4570000,"[36,45,18,45,36,81,63,45,18,27,63,45]",2025-12-07,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
self employed profit and loss template,7,7,260,42,4.32,https://www.freshbooks.com/accounting-templates/profit-and-loss,6,0,25.00,1,4920000,"[36,2,5,12,100,81,54,15,23,29,15,15]",2025-12-10,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
landscape estimate sheet,1,1,50,10,12.23,https://www.freshbooks.com/estimate-templates/landscaping,6,0,73.00,1,13200000,"[18,18,18,18,100,100,100,18,18,18,27,27]",2025-12-03,"Image pack, Sitelinks, Video, Image, Ads top, Popular products, Related searches",commercial,Organic
free landscaping estimate template,1,1,50,11,4.40,https://www.freshbooks.com/estimate-templates/landscaping,6,0,26.00,0.6,504000,"[1,1,0,5,11,18,18,15,8,0,5,11]",2025-11-19,"Image pack, Video, Image, Ads bottom, Related searches",informational,Organic
bill format in excel,6,6,1300,49,3.90,https://www.freshbooks.com/invoice-templates/excel,6,0,23.00,0.4,71400000,"[100,3,52,7,66,66,24,3,7,52,4,3]",2025-11-28,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
format income statement in excel,1,1,140,30,5.32,https://www.freshbooks.com/accounting-templates/income-statement,6,0,31.00,0.2,12600000,"[3,12,12,12,0,12,3,3,15,10,15,100]",2025-12-05,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Image pack
lawn care invoice template,7,7,260,10,4.20,https://www.freshbooks.com/invoice-templates/lawn-care,6,0,25.00,1,873000,"[53,53,53,100,81,100,81,81,100,81,100,53]",2026-01-12,"Image pack, Video, Image, Ads bottom, Related searches",informational,Organic
estimate sample,4,4,140,30,3.65,https://www.freshbooks.com/estimate-templates,6,0,21.00,1,497000000,"[65,28,43,43,34,34,34,34,34,34,34,34]",2026-01-01,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
freight bill template,3,3,90,18,3.79,https://www.freshbooks.com/invoice-templates/freight,5,0,18.00,0.77,2340000,"[50,50,78,78,78,78,64,50,64,50,100,50]",2026-01-16,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
microsoft excel invoice template,1,1,140,50,3.02,https://www.freshbooks.com/invoice-templates/excel,5,0,15.00,0.07,15400000,"[35,28,28,43,53,35,43,43,35,35,43,53]",2025-12-30,"Image pack, Sitelinks, Video, Image, Related searches",informational,Image pack
microsoft invoice templates word,5,5,1000,68,2.84,https://www.freshbooks.com/invoice-templates/word,5,0,14.00,0.02,7250000,"[1,3,1,1,0,0,2,5,0,3,100,3]",2026-01-04,"Image pack, Video, Video Carousel, Related searches, AI overview","informational, transactional",Organic
estimate invoice template,5,5,170,43,5.30,https://www.freshbooks.com/estimate-templates/google-docs,5,0,26.00,1,12300000,"[34,43,81,100,65,65,53,53,65,53,43,43]",2025-12-24,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
payment invoice template word,5,5,170,46,4.44,https://www.freshbooks.com/invoice-templates/word,5,0,22.00,1,22800000,"[34,28,53,53,81,65,65,100,65,43,34,53]",2025-12-13,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
quotation template excel,5,5,480,25,4.22,https://www.freshbooks.com/estimate-templates/excel,5,0,21.00,0.25,9,"[66,81,44,81,54,100,66,81,54,66,54,66]",2025-11-23,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,People also ask
free estimate forms printable,1,1,40,36,1.73,https://www.freshbooks.com/estimate-templates,5,0,8.00,0.46,6460000,"[55,55,55,55,55,55,77,55,22,22,22,22]",2025-11-30,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
invoice template excel free download,5,5,590,56,2.64,https://www.freshbooks.com/invoice-templates/excel,5,0,13.00,0.46,27400000,"[39,59,72,72,72,72,48,72,59,48,39,59]",2025-12-18,"Image pack, Sitelinks, Video, Ads bottom, Related searches",informational,Image pack
simple invoice template word,13,13,1900,58,2.78,https://www.freshbooks.com/invoice-templates/word,5,0,13.00,1,28000000,"[65,65,82,24,65,34,30,55,55,100,82,100]",2026-01-11,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
hourly rate invoice template word,1,1,70,17,7.34,https://www.freshbooks.com/invoice-templates/hourly,5,0,36.00,0.81,591000,"[77,55,100,100,77,44,77,77,22,77,77,55]",2025-12-11,"Image pack, Sitelinks, Video, Ads bottom, Related searches, AI overview",informational,Organic
free download of invoice template,7,7,210,63,2.85,https://www.freshbooks.com/invoice-templates,5,0,14.00,0.64,29000000,"[22,14,29,29,54,100,81,43,22,66,14,54]",2025-12-09,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
excel spreadsheet invoice template,6,6,170,48,3.96,https://www.freshbooks.com/invoice-templates/excel,5,0,19.00,0.45,6590000,"[11,26,72,11,9,11,9,7,7,5,5,7]",2025-12-03,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
free sample invoice template word,12,12,1000,59,2.66,https://www.freshbooks.com/invoice-templates/word,5,0,13.00,0.65,31100000,"[82,82,44,44,8,3,3,44,55,55,24,16]",2025-12-19,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
non profit invoice template,1,1,140,12,4.44,https://www.freshbooks.com/invoice-templates/non-profit,5,0,22.00,0.84,3790000,"[80,42,80,80,80,66,52,80,100,33,66,52]",2026-01-20,"Image pack, Video, Image, Ads bottom, Related searches",informational,Image pack
non profit invoice template,1,1,140,12,4.44,https://www.freshbooks.com/en-au/invoice-templates/non-profit,5,0,22.00,0.84,3790000,"[80,42,80,80,80,66,52,80,100,33,66,52]",2026-01-20,"Image pack, Video, Image, Ads bottom, Related searches",informational,Image pack
blank self employed printable invoice template,2,2,70,52,0.00,https://www.freshbooks.com/invoice-templates/self-employed-invoice,5,0,0.00,0.98,162000,"[52,52,52,52,41,41,41,41,29,41,52,41]",2026-01-03,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
basic profit loss statement,1,1,140,40,4.07,https://www.freshbooks.com/accounting-templates/profit-and-loss,5,0,20.00,0.9,172000000,"[100,43,34,43,43,43,34,34,34,34,34,34]",2026-01-01,"Image pack, Sitelinks, Video, Ads bottom, People also ask, Related searches",informational,Image pack
estimate sheet template,2,2,170,37,4.90,https://www.freshbooks.com/estimate-templates/google-sheets,5,0,24.00,1,67800000,"[34,28,43,65,65,65,65,65,53,65,53,53]",2026-01-19,"Image pack, Sitelinks, Video, Image, Ads top, Ads bottom, People also ask, Related searches",informational,People also ask
printable invoice template,13,13,1900,59,2.66,https://www.freshbooks.com/invoice-templates/printable,5,0,13.00,1,60700000,"[43,43,36,43,54,36,36,43,36,29,36,43]",2026-01-18,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
dental invoice sample,5,5,170,6,5.04,https://www.freshbooks.com/invoice-templates/dental,5,0,25.00,0.59,5840000,"[65,65,81,65,65,21,53,34,43,43,28,34]",2026-01-02,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
income statement sheet,1,1,140,36,7.30,https://www.freshbooks.com/accounting-templates/income-statement,5,0,36.00,0.24,316000000,"[10,43,43,22,22,18,10,10,18,66,35,14]",2026-01-20,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches",informational,Image pack
sample income statement excel,2,2,390,28,5.36,https://www.freshbooks.com/accounting-templates/income-statement,5,0,26.00,0.31,48600000,"[100,81,100,36,100,36,66,44,44,29,29,36]",2026-01-08,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches",informational,Image pack
past due invoice template,3,3,210,20,2.12,https://www.freshbooks.com/invoice-templates/past-due,5,0,10.00,0.27,117000000,"[53,65,65,80,80,100,80,100,100,65,65,65]",2026-01-20,"Sitelinks, Video, Image, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
free construction estimate template pdf,3,3,90,36,4.61,https://www.freshbooks.com/estimate-templates/pdf,5,0,23.00,0.61,40700000,"[34,34,34,42,34,34,26,26,26,19,42,19]",2026-01-20,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
excel estimate template,1,1,260,38,5.96,https://www.freshbooks.com/estimate-templates/excel,5,0,29.00,0.1,31300000,"[23,15,18,28,54,100,66,54,23,23,18,100]",2025-11-28,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches",informational,Image pack
estimate templates excel,2,2,40,41,6.34,https://www.freshbooks.com/estimate-templates/excel,5,0,31.00,0.89,4340000,"[50,100,7,7,14,14,14,35,35,28,28,28]",2026-01-20,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
dental clinic bill format,3,3,90,4,5.04,https://www.freshbooks.com/invoice-templates/dental,5,0,25.00,0.59,6740000,"[34,42,34,34,19,34,26,42,42,34,26,42]",2025-12-29,"Image pack, Video, Image, Ads bottom, Related searches",informational,Organic
freight invoice example,2,2,70,7,3.79,https://www.freshbooks.com/invoice-templates/freight,5,0,18.00,0.77,10200000,"[0,63,100,63,81,81,81,63,63,63,81,63]",2026-01-04,"Image pack, Video, Image, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
dog vet receipt,1,1,70,3,2.20,https://www.freshbooks.com/invoice-templates/veterinary,5,0,11.00,0.04,3430000,"[9,9,52,52,52,52,33,33,52,19,33,33]",2025-12-13,"Image pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Image pack
template invoice pdf,7,7,210,50,3.04,https://www.freshbooks.com/invoice-templates/pdf,5,0,15.00,0.53,103000000,"[0,7,10,12,19,23,19,4,5,100,44,7]",2025-12-12,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
examples of invoices for services rendered,1,1,70,37,2.60,https://www.freshbooks.com/invoice-templates/services-rendered,5,0,13.00,0.99,4700000,"[64,50,50,35,50,21,50,64,50,50,50,50]",2025-12-06,"Image pack, Sitelinks, Video, Ads bottom, People also ask, Related searches, AI overview",informational,Image pack
bill templates free,10,10,590,69,3.98,https://www.freshbooks.com/invoice-templates,5,0,19.00,0.68,44600000,"[13,20,52,25,25,20,20,52,31,31,25,25]",2026-01-17,"Image pack, Video, Image, Ads top, Ads bottom, Related searches","commercial, informational",Organic
free invoice formats,6,6,210,61,3.39,https://www.freshbooks.com/invoice-templates,5,0,16.00,0.45,204000000,"[20,100,20,30,1,1,0,0,0,0,1,0]",2025-12-06,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
itemized invoice template word,5,5,170,44,4.10,https://www.freshbooks.com/invoice-templates/itemized,5,0,20.00,0.96,10,"[35,23,53,100,43,43,53,43,35,35,17,23]",2025-11-24,"Image pack, Video, Image, Ads bottom, Video Carousel, Related searches",informational,Organic
profit and loss format,1,1,70,50,2.94,https://www.freshbooks.com/accounting-templates/profit-and-loss,5,0,14.00,0.55,141000000,"[1,1,2,2,0,2,0,2,0,16,0,5]",2025-11-30,"Image pack, Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches",informational,Image pack
estimation template excel,1,1,40,32,5.43,https://www.freshbooks.com/estimate-templates/excel,5,0,27.00,0.12,50000000,"[18,18,18,18,27,100,100,18,18,36,36,36]",2025-12-12,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
invoice template for google docs,6,6,1000,43,2.08,https://www.freshbooks.com/invoice-templates/google-docs,5,0,10.00,0.34,22100000,"[13,20,13,20,20,29,29,43,29,16,16,16]",2025-12-23,"Image pack, Video, Video Carousel, Related searches","informational, transactional",Organic
self employed bill template,1,1,140,51,4.57,https://www.freshbooks.com/invoice-templates/self-employed-invoice,5,0,22.00,0.3,16200000,"[22,22,22,43,35,18,81,0,29,22,43,18]",2025-12-13,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Image pack
estimating templates for builders,6,6,210,28,4.34,https://www.freshbooks.com/estimate-templates/word,5,0,21.00,0.18,35200000,"[23,12,15,15,29,12,15,36,36,15,7,100]",2025-12-13,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches","informational, transactional",Organic
subcontractor invoice template,6,6,210,26,5.74,https://www.freshbooks.com/invoice-templates/sub-contractor,5,0,28.00,0.62,1300000,"[43,53,100,65,65,53,65,100,34,81,81,81]",2025-12-27,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
invoice medical,3,3,210,17,7.73,https://www.freshbooks.com/invoice-templates/medical,5,0,38.00,0.1,736000000,"[7,12,43,43,43,82,82,53,35,53,43,100]",2025-11-27,"Image pack, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
simple invoice format,16,16,1900,67,2.78,https://www.freshbooks.com/invoice-templates,5,0,13.00,1,90100000,"[44,65,65,44,82,65,65,44,65,34,65,65]",2026-01-15,"Image pack, Video, Image, Ads bottom, Related searches",informational,Organic
law office invoice template,4,4,170,19,14.11,https://www.freshbooks.com/invoice-templates/law-firm,5,0,70.00,0.35,3510000,"[35,18,35,44,28,35,35,44,28,18,11,15]",2025-11-30,"Image pack, Sitelinks, Image, Ads bottom, Related searches, AI overview",informational,Organic
free printable estimate templates,2,2,70,40,2.74,https://www.freshbooks.com/estimate-templates,5,0,13.00,0.56,374000,"[26,34,34,42,42,26,26,34,34,19,19,19]",2026-01-17,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
self employed invoice template word,2,2,40,43,4.57,https://www.freshbooks.com/invoice-templates/self-employed-invoice,5,0,22.00,0.3,4780000,"[3,0,3,0,0,0,15,65,12,21,3,6]",2025-12-11,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
pdf invoice form,8,8,260,52,2.88,https://www.freshbooks.com/invoice-templates/pdf,5,0,14.00,0.81,96100000,"[67,81,67,12,12,29,19,19,15,23,12,7]",2026-01-08,"Image pack, Video, Image, Ads bottom, Related searches",informational,Organic
invoice bill format in excel,2,2,390,49,3.49,https://www.freshbooks.com/invoice-templates/excel,5,0,17.00,0.63,12800000,"[54,13,10,2,2,1,100,7,2,2,4,4]",2026-01-11,"Image pack, Video, Image, Ads top, Ads bottom, Video Carousel, Related searches","commercial, informational",Image pack
sample hospital invoice,2,2,70,21,4.70,https://www.freshbooks.com/invoice-templates/medical,5,0,23.00,0.51,7500000,"[100,77,55,100,77,55,77,77,77,77,77,77]",2025-12-08,"Image pack, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
software bill format,1,1,140,29,11.08,https://www.freshbooks.com/invoice-templates/software-development,5,0,55.00,0.03,66000000,"[2,9,2,2,19,0,4,100,4,54,4,9]",2025-12-28,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Image pack
invoice with deposit template,2,2,70,12,2.94,https://www.freshbooks.com/invoice-templates/deposit,5,0,14.00,0.99,20400000,"[29,17,100,64,64,64,52,29,29,29,17,5]",2026-01-20,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
microsoft invoice template,10,10,1900,50,3.49,https://www.freshbooks.com/invoice-templates/word,5,0,17.00,0.28,27300000,"[5,16,4,16,29,24,24,81,81,100,7,3]",2026-01-14,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
sample hourly invoice,1,0,140,27,3.45,https://www.freshbooks.com/invoice-templates/hourly,5,0,17.00,1,598000,"[66,52,100,52,100,100,100,66,42,66,66,33]",2026-01-20,"Image pack, Video, Image, Ads bottom, People also ask, Related searches",informational,Image pack
estimation excel template,2,2,40,32,5.99,https://www.freshbooks.com/estimate-templates/excel,5,0,29.00,0.6,12400000,"[0,0,71,28,28,28,28,14,100,100,71,100]",2026-01-09,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches",informational,Organic
labour invoice format,2,2,70,43,3.19,https://www.freshbooks.com/invoice-templates/contract-labor,5,0,15.00,1,8470000,"[50,50,50,64,64,50,100,50,35,50,50,64]",2025-12-29,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
ms word estimate template,2,2,40,20,3.25,https://www.freshbooks.com/estimate-templates/word,5,0,16.00,0.25,2940000,"[18,18,18,18,18,18,18,18,100,18,100,18]",2026-01-05,"Image pack, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
freight bill format,2,2,70,9,3.79,https://www.freshbooks.com/invoice-templates/freight,5,0,18.00,0.77,15700000,"[45,45,63,100,100,81,45,63,36,63,81,63]",2025-12-27,"Image pack, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
subcontractor invoice template word,3,3,90,17,5.74,https://www.freshbooks.com/invoice-templates/sub-contractor,5,0,28.00,0.62,122000,"[41,41,52,64,64,82,64,64,64,41,52,52]",2025-12-27,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
hospital invoice format,2,2,70,19,3.31,https://www.freshbooks.com/invoice-templates/medical,5,0,16.00,0.12,10,"[9,52,9,52,52,52,9,9,9,9,9,52]",2025-11-24,"Image pack, Video, Image, Ads bottom, Related searches",informational,Organic
printable invoice templates free,6,6,590,62,2.46,https://www.freshbooks.com/invoice-templates,5,0,12.00,0.64,19000000,"[24,20,24,100,30,36,3,76,76,55,36,55]",2026-01-11,"Image pack, Video, Image, Ads bottom, People also ask, Related searches",informational,People also ask
digital invoice format,1,1,140,58,5.70,https://www.freshbooks.com/invoice-templates/electronic,5,0,28.00,0.65,148000000,"[52,42,52,80,80,80,80,80,66,52,33,52]",2025-11-24,"Image pack, Sitelinks, Video, Image, Ads top, Ads bottom, Video Carousel, People also ask, Related searches",informational,Image pack
excel template estimate,2,2,40,41,5.99,https://www.freshbooks.com/estimate-templates/excel,5,0,29.00,0.6,10800000,"[0,0,28,100,7,50,14,28,35,35,35,0]",2025-12-24,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches",informational,Organic
cost estimate template,2,2,320,36,5.73,https://www.freshbooks.com/estimate-templates/google-docs,5,0,28.00,0.53,89800000,"[35,35,43,81,54,66,81,43,81,81,81,81]",2026-01-05,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,People also ask
free construction invoice template word,5,5,170,29,4.72,https://www.freshbooks.com/invoice-templates/construction,5,0,23.00,0.64,14700000,"[65,53,65,65,100,80,80,65,53,42,53,53]",2025-12-07,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
sample invoice template word,6,6,210,51,2.09,https://www.freshbooks.com/invoice-templates/word,5,0,10.00,0.38,33600000,"[54,44,35,35,44,35,44,28,35,44,28,35]",2025-12-13,"Image pack, Video, Image, Ads bottom, Related searches",informational,Organic
freight invoice format,2,2,70,11,4.02,https://www.freshbooks.com/invoice-templates/freight,5,0,20.00,0.54,7520000,"[41,29,29,52,52,82,41,29,29,29,41,52]",2025-11-27,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
itemized invoice template,8,8,260,49,4.10,https://www.freshbooks.com/invoice-templates/itemized,5,0,20.00,0.96,1330000,"[54,54,81,100,54,43,66,54,66,54,43,43]",2025-12-17,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
self employed electrician invoice template,2,2,70,15,5.95,https://www.freshbooks.com/invoice-templates/self-employed-invoice,5,0,29.00,0.93,38500,"[100,100,63,63,63,63,63,63,45,63,18,27]",2025-11-30,"Image pack, Video, Image, Ads bottom, Related searches",informational,Organic
business income sheet,1,1,110,35,8.09,https://www.freshbooks.com/accounting-templates/income-statement,4,0,32.00,0.31,187000000,"[42,66,52,42,23,33,80,66,42,80,52,80]",2026-01-02,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Image pack
free medical bill template,3,3,70,24,4.74,https://www.freshbooks.com/invoice-templates/medical,4,0,18.00,0.34,94200000,"[28,50,35,100,78,50,64,50,7,35,35,78]",2025-12-08,"Image pack, Video, Image, Related searches",informational,Organic
google sheets invoice,2,2,170,46,4.71,https://www.freshbooks.com/invoice-templates/google-sheets,4,0,18.00,0.28,36900000,"[53,15,65,53,80,80,65,53,53,65,42,65]",2025-12-20,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches, AI overview",informational,Organic
lawn service invoice template,7,7,170,9,4.20,https://www.freshbooks.com/invoice-templates/lawn-care,4,0,16.00,1,1150000,"[23,23,35,53,43,53,100,28,43,53,43,53]",2026-01-13,"Image pack, Video, Image, Ads bottom, Related searches",informational,Organic
excel invoice template free,1,1,210,56,2.97,https://www.freshbooks.com/invoice-templates/excel,4,0,11.00,0.43,26200000,"[3,24,30,24,30,24,20,6,10,10,10,16]",2026-01-08,"Image pack, Video, Image, Ads bottom, People also ask, Related searches",informational,Image pack
estimate template for construction,5,5,140,15,7.99,https://www.freshbooks.com/estimate-templates/word,4,0,31.00,1,59100000,"[5,5,9,9,19,12,54,6,36,19,12,44]",2025-12-28,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
blank billing invoice template,15,15,1600,53,2.20,https://www.freshbooks.com/invoice-templates/blank,4,0,8.00,0.86,1580000,"[100,44,53,53,3,0,2,35,3,53,5,13]",2025-12-06,"Image pack, Sitelinks, Video, Image, Ads top, Related searches",informational,Organic
download free invoice template,3,3,260,61,3.14,https://www.freshbooks.com/en-gb/invoice-templates,4,0,12.00,0.73,88900000,"[16,36,20,8,8,3,76,0,30,2,10,13]",2026-01-07,"Image pack, Video, Image, Ads bottom, People also ask, Related searches",informational,People also ask
